customer_id,recency_days,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
13736.0,5,7,2752.47,5,4,4,13,VIP
13737.0,200,1,339.6,2,1,2,5,Lost
13738.0,396,1,434.78,2,1,2,5,Lost
13739.0,18,2,292.2,5,2,2,9,New / Promising
13740.0,240,5,1582.77,2,4,4,10,At Risk
13741.0,71,3,668.43,3,3,3,9,Average
13742.0,16,12,3107.87,5,5,5,15,VIP
13743.0,2,7,1341.6,5,4,4,13,VIP
13744.0,95,2,1080.52,3,2,3,8,Average
13745.0,162,2,777.36,3,2,3,8,Average
13746.0,413,1,176.69,1,1,1,3,Lost
13747.0,373,2,169.8,2,2,1,5,Lost
13748.0,95,9,2064.35,3,5,4,12,Average
13750.0,53,11,3602.18,4,5,5,14,VIP
13751.0,288,1,296.25,2,1,2,5,Lost
13752.0,124,7,1579.83,3,4,4,11,Average
13753.0,287,4,2094.57,2,3,4,9,Lost
13754.0,151,3,447.05,3,3,2,8,Average
13755.0,3,9,2108.06,5,5,4,14,VIP
13756.0,2,23,8655.95,5,5,5,15,VIP
13757.0,674,1,195.55,1,1,1,3,Lost
13758.0,11,14,8595.29,5,5,5,15,VIP
13759.0,33,2,659.41,4,2,3,9,New / Promising
13760.0,54,5,1363.64,4,4,4,12,VIP
13761.0,50,6,1952.17,4,4,4,12,VIP
13762.0,218,5,2472.48,2,4,4,10,At Risk
13763.0,63,3,5217.44,3,3,5,11,Average
13764.0,70,6,2908.67,3,4,5,12,Average
13765.0,653,1,352.82,1,1,2,4,Lost
13766.0,495,1,190.35,1,1,1,3,Lost
13767.0,2,73,33903.57,5,5,5,15,VIP
13768.0,726,2,875.97,1,2,3,6,Cannot Lose
13769.0,2,20,5478.12,5,5,5,15,VIP
13770.0,422,4,785.37,1,3,3,7,Lost
13771.0,64,9,5728.82,3,5,5,13,Average
13772.0,33,8,3100.02,4,4,5,13,VIP
13773.0,396,2,301.54,2,2,2,6,Lost
13774.0,81,1,345.0,3,1,2,6,Average
13775.0,590,1,1049.66,1,1,3,5,Cannot Lose
13777.0,0,61,49638.26,5,5,5,15,VIP
13778.0,103,4,1124.49,3,3,3,9,Average
13779.0,515,1,161.13,1,1,1,3,Lost
13780.0,7,3,732.07,5,3,3,11,Loyal
13781.0,250,3,778.83,2,3,3,8,Lost
13782.0,12,13,1786.08,5,5,4,14,VIP
13783.0,487,4,1542.09,1,3,4,8,Lost
13784.0,9,14,2910.23,5,5,5,15,VIP
13785.0,428,4,542.49,1,3,2,6,Lost
13786.0,367,6,3127.99,2,4,5,11,At Risk
13787.0,75,6,1222.5,3,4,4,11,Average
13788.0,505,1,3.75,1,1,1,3,Lost
13789.0,388,1,239.46,2,1,1,4,Lost
13790.0,4,1,348.8,5,1,2,8,New / Promising
13791.0,127,2,1516.0,3,2,4,9,Average
13792.0,66,3,383.95,3,3,2,8,Average
13793.0,646,1,96.0,1,1,1,3,Lost
13794.0,546,1,126.03,1,1,1,3,Lost
13795.0,388,4,836.3,2,3,3,8,Lost
13796.0,499,1,289.7,1,1,2,4,Lost
13797.0,436,3,1179.45,1,3,3,7,Lost
13798.0,1,110,75428.87,5,5,5,15,VIP
13799.0,116,9,2803.57,3,5,4,12,Average
13800.0,309,3,1679.56,2,3,4,9,Lost
13801.0,66,1,324.8,3,1,2,6,Average
13802.0,138,19,26259.11,3,5,5,13,Average
13803.0,255,3,1338.91,2,3,4,9,Lost
13804.0,30,9,3161.12,4,5,5,14,VIP
13805.0,52,2,924.6,4,2,3,9,New / Promising
13806.0,63,1,256.38,3,1,1,5,Average
13807.0,367,3,422.2,2,3,2,7,Lost
13808.0,5,5,1747.66,5,4,4,13,VIP
13809.0,305,3,679.7,2,3,3,8,Lost
13810.0,28,2,827.51,4,2,3,9,New / Promising
13811.0,183,2,519.75,3,2,2,7,Average
13812.0,42,3,485.0,4,3,2,9,Loyal
13813.0,39,8,2387.47,4,4,4,12,VIP
13814.0,92,3,2257.32,3,3,4,10,Average
13815.0,22,8,6737.74,4,4,5,13,VIP
13816.0,23,2,499.67,4,2,2,8,New / Promising
13817.0,29,2,328.98,4,2,2,8,New / Promising
13818.0,429,1,61.28,1,1,1,3,Lost
13819.0,301,6,2642.35,2,4,4,10,At Risk
13820.0,418,3,652.75,1,3,3,7,Lost
13821.0,144,6,1379.08,3,4,4,11,Average
13822.0,5,2,632.0,5,2,3,10,New / Promising
13823.0,18,7,3403.45,5,4,5,14,VIP
13824.0,32,12,3314.76,4,5,5,14,VIP
13825.0,621,2,255.59,1,2,1,4,Lost
13826.0,176,1,189.5,3,1,1,5,Average
13827.0,57,3,409.8,4,3,2,9,Loyal
13828.0,22,1,209.49,4,1,1,6,New / Promising
13829.0,421,1,102.0,1,1,1,3,Lost
13830.0,581,1,156.85,1,1,1,3,Lost
13831.0,16,18,6585.54,5,5,5,15,VIP
13832.0,19,2,609.89,5,2,3,10,New / Promising
13833.0,159,2,700.41,3,2,3,8,Average
13834.0,576,2,324.19,1,2,2,5,Lost
13835.0,25,7,1095.27,4,4,3,11,Loyal
13836.0,399,2,620.37,2,2,3,7,Cannot Lose
13837.0,211,2,266.59,2,2,1,5,Lost
13838.0,5,10,1690.07,5,5,4,14,VIP
13839.0,486,1,139.95,1,1,1,3,Lost
13840.0,416,1,651.4,1,1,3,5,Cannot Lose
13841.0,252,1,85.0,2,1,1,4,Lost
13842.0,58,18,5319.34,4,5,5,14,VIP
13843.0,381,1,319.75,2,1,2,5,Lost
13844.0,11,1,361.62,5,1,2,8,New / Promising
13845.0,64,1,312.98,3,1,2,6,Average
13846.0,24,4,1307.79,4,3,4,11,Loyal
13847.0,719,1,310.72,1,1,2,4,Lost
13848.0,92,8,3015.0,3,4,5,12,Average
13849.0,51,5,3469.3,4,4,5,13,VIP
13850.0,129,1,1595.48,3,1,4,8,Average
13851.0,95,8,4606.46,3,4,5,12,Average
13852.0,610,1,187.35,1,1,1,3,Lost
13853.0,57,1,1090.14,4,1,3,8,New / Promising
13854.0,8,39,11944.56,5,5,5,15,VIP
13855.0,500,4,1310.34,1,3,4,8,Lost
13856.0,168,11,1142.03,3,5,3,11,Average
13857.0,393,6,1000.91,2,4,3,9,At Risk
13858.0,57,1,216.17,4,1,1,6,New / Promising
13859.0,326,2,515.86,2,2,2,6,Lost
13860.0,1,5,1245.9,5,4,4,13,VIP
13861.0,429,2,273.26,1,2,1,4,Lost
13862.0,18,9,2556.09,5,5,4,14,VIP
13863.0,247,4,1239.55,2,3,4,9,Lost
13864.0,386,1,662.4,2,1,3,6,Cannot Lose
13865.0,58,4,501.56,4,3,2,9,Loyal
13866.0,74,1,145.67,3,1,1,5,Average
13867.0,31,3,1005.09,4,3,3,10,Loyal
13868.0,7,2,3192.54,5,2,5,12,New / Promising
13869.0,123,10,7996.87,3,5,5,13,Average
13870.0,2,15,5712.08,5,5,5,15,VIP
13871.0,22,17,7885.85,4,5,5,14,VIP
13872.0,527,3,919.57,1,3,3,7,Lost
13873.0,119,8,1038.92,3,4,3,10,Average
13874.0,358,7,2049.15,2,4,4,10,At Risk
13875.0,53,14,4814.37,4,5,5,14,VIP
13876.0,63,1,122.7,3,1,1,5,Average
13877.0,86,3,449.68,3,3,2,8,Average
13878.0,54,4,2416.9,4,3,4,11,Loyal
13879.0,645,1,395.5,1,1,2,4,Lost
13880.0,21,17,4293.86,4,5,5,14,VIP
13881.0,3,43,45179.1,5,5,5,15,VIP
13882.0,2,5,1191.13,5,4,3,12,Loyal
13883.0,10,14,6535.37,5,5,5,15,VIP
13884.0,7,10,1825.03,5,5,4,14,VIP
13885.0,189,2,506.8,2,2,2,6,Lost
13886.0,71,1,243.56,3,1,1,5,Average
13887.0,204,1,349.55,2,1,2,5,Lost
13888.0,119,7,2001.59,3,4,4,11,Average
13889.0,92,6,1991.23,3,4,4,11,Average
13890.0,1,14,2927.38,5,5,5,15,VIP
13891.0,378,3,859.21,2,3,3,8,Lost
13892.0,26,6,1267.65,4,4,4,12,VIP
13893.0,297,1,821.1,2,1,3,6,Cannot Lose
13894.0,23,3,564.62,4,3,2,9,Loyal
13895.0,28,6,4008.52,4,4,5,13,VIP
13896.0,625,1,388.55,1,1,2,4,Lost
13897.0,50,3,1160.72,4,3,3,10,Loyal
13898.0,325,2,686.4,2,2,3,7,Cannot Lose
13899.0,16,2,388.52,5,2,2,9,New / Promising
13900.0,183,6,1610.59,3,4,4,11,Average
13901.0,72,15,5676.34,3,5,5,13,Average
13902.0,632,5,34023.26,1,4,5,10,At Risk
13903.0,400,1,165.45,2,1,1,4,Lost
13904.0,37,2,332.64,4,2,2,8,New / Promising
13905.0,732,1,312.65,1,1,2,4,Lost
13906.0,409,1,42.0,1,1,1,3,Lost
13907.0,691,1,136.8,1,1,1,3,Lost
13908.0,79,4,2319.55,3,3,4,10,Average
13909.0,423,2,282.85,1,2,1,4,Lost
13911.0,57,20,4234.99,4,5,5,14,VIP
13912.0,423,1,124.95,1,1,1,3,Lost
13913.0,506,1,42.22,1,1,1,3,Lost
13914.0,11,2,626.45,5,2,3,10,New / Promising
13915.0,394,1,70.8,2,1,1,4,Lost
13916.0,463,4,1275.81,1,3,4,8,Lost
13917.0,49,2,272.04,4,2,1,7,New / Promising
13918.0,49,2,1212.84,4,2,4,10,New / Promising
13919.0,59,4,1252.68,3,3,4,10,Average
13920.0,431,4,1774.68,1,3,4,8,Lost
13921.0,402,4,730.7,2,3,3,8,Lost
13922.0,351,3,865.2,2,3,3,8,Lost
13923.0,53,1,351.13,4,1,2,7,New / Promising
13924.0,1,6,1838.85,5,4,4,13,VIP
13925.0,92,4,678.25,3,3,3,9,Average
13926.0,23,1,223.85,4,1,1,6,New / Promising
13927.0,74,2,708.26,3,2,3,8,Average
13928.0,10,4,464.57,5,3,2,10,Loyal
13929.0,169,11,3494.1,3,5,5,13,Average
13930.0,57,2,337.34,4,2,2,8,New / Promising
13931.0,95,11,5257.38,3,5,5,13,Average
13932.0,294,1,307.4,2,1,2,5,Lost
13933.0,109,2,608.79,3,2,3,8,Average
13934.0,263,1,922.1,2,1,3,6,Cannot Lose
13935.0,596,3,6116.92,1,3,5,9,Lost
13936.0,179,3,939.66,3,3,3,9,Average
13937.0,169,2,880.13,3,2,3,8,Average
13938.0,35,1,71.66,4,1,1,6,New / Promising
13939.0,23,7,1560.96,4,4,4,12,VIP
13940.0,17,4,839.14,5,3,3,11,Loyal
13941.0,21,15,10027.18,4,5,5,14,VIP
13942.0,534,1,320.0,1,1,2,4,Lost
13943.0,577,1,246.54,1,1,1,3,Lost
13944.0,653,1,200.43,1,1,1,3,Lost
13945.0,394,2,854.15,2,2,3,7,Cannot Lose
13946.0,79,6,1876.23,3,4,4,11,Average
13947.0,65,1,90.6,3,1,1,5,Average
13948.0,360,4,548.76,2,3,2,7,Lost
13949.0,2,6,2427.32,5,4,4,13,VIP
13950.0,11,4,745.06,5,3,3,11,Loyal
13951.0,176,3,674.45,3,3,3,9,Average
13952.0,217,14,12823.52,2,5,5,12,At Risk
13953.0,7,12,6640.68,5,5,5,15,VIP
13954.0,1,2,439.92,5,2,2,9,New / Promising
13955.0,154,3,544.07,3,3,2,8,Average
13956.0,5,5,1019.27,5,4,3,12,Loyal
13957.0,417,3,458.25,1,3,2,6,Lost
13958.0,379,8,4709.23,2,4,5,11,At Risk
13959.0,79,6,1064.77,3,4,3,10,Average
13960.0,21,2,230.22,4,2,1,7,New / Promising
13961.0,392,1,538.4,2,1,2,5,Lost
13962.0,21,3,362.8,4,3,2,9,Loyal
13963.0,308,17,2860.57,2,5,4,11,At Risk
13964.0,387,2,438.9,2,2,2,6,Lost
13965.0,476,3,996.61,1,3,3,7,Lost
13966.0,435,1,384.26,1,1,2,4,Lost
13967.0,145,2,166.3,3,2,1,6,Average
13968.0,423,1,123.66,1,1,1,3,Lost
13969.0,7,35,12973.46,5,5,5,15,VIP
13970.0,386,2,846.55,2,2,3,7,Cannot Lose
13971.0,18,14,4667.57,5,5,5,15,VIP
13972.0,70,2,190.25,3,2,1,6,Average
13973.0,287,1,264.7,2,1,1,4,Lost
13974.0,49,2,677.72,4,2,3,9,New / Promising
13975.0,31,12,5256.4,4,5,5,14,VIP
13976.0,206,4,1192.36,2,3,3,8,Lost
13977.0,411,1,519.81,1,1,2,4,Lost
13978.0,14,2,196.79,5,2,1,8,New / Promising
13979.0,73,7,3373.63,3,4,5,12,Average
13980.0,60,5,768.82,3,4,3,10,Average
13981.0,415,1,331.14,1,1,2,4,Lost
13982.0,39,9,3954.29,4,5,5,14,VIP
13983.0,29,21,6753.89,4,5,5,14,VIP
13984.0,26,12,1893.8,4,5,4,13,VIP
13985.0,4,22,10020.86,5,5,5,15,VIP
13986.0,17,1,320.46,5,1,2,8,New / Promising
13987.0,379,2,682.54,2,2,3,7,Cannot Lose
13988.0,19,8,4757.8,5,4,5,14,VIP
13989.0,65,5,2026.06,3,4,4,11,Average
13990.0,213,1,311.3,2,1,2,5,Lost
13991.0,12,6,851.88,5,4,3,12,Loyal
13992.0,30,3,219.5,4,3,1,8,Loyal
13993.0,42,19,6775.71,4,5,5,14,VIP
13994.0,3,6,2274.14,5,4,4,13,VIP
13995.0,15,14,3902.01,5,5,5,15,VIP
13996.0,386,2,845.76,2,2,3,7,Cannot Lose
13997.0,519,3,376.46,1,3,2,6,Lost
13998.0,446,3,566.7,1,3,2,6,Lost
13999.0,10,29,9502.26,5,5,5,15,VIP
14000.0,211,5,2046.34,2,4,4,10,At Risk
14001.0,45,9,4228.85,4,5,5,14,VIP
14002.0,134,2,529.73,3,2,2,7,Average
14003.0,732,1,209.41,1,1,1,3,Lost
14004.0,43,11,6258.45,4,5,5,14,VIP
14005.0,9,5,2874.72,5,4,4,13,VIP
14006.0,115,7,2196.67,3,4,4,11,Average
14007.0,512,1,79.48,1,1,1,3,Lost
14008.0,432,1,509.04,1,1,2,4,Lost
14009.0,198,3,1099.91,2,3,3,8,Lost
14010.0,565,2,445.15,1,2,2,5,Lost
14011.0,480,2,457.82,1,2,2,5,Lost
14012.0,277,1,328.8,2,1,2,5,Lost
14013.0,110,5,1084.57,3,4,3,10,Average
14014.0,77,3,1948.21,3,3,4,10,Average
14015.0,52,1,917.34,4,1,3,8,New / Promising
14016.0,161,11,11303.41,3,5,5,13,Average
14017.0,571,1,229.75,1,1,1,3,Lost
14018.0,645,1,367.15,1,1,2,4,Lost
14019.0,46,3,1421.61,4,3,4,11,Loyal
14020.0,16,4,1249.01,5,3,4,12,Loyal
14021.0,155,7,1716.58,3,4,4,11,Average
14022.0,225,2,792.15,2,2,3,7,Cannot Lose
14023.0,7,2,584.07,5,2,2,9,New / Promising
14024.0,121,3,645.74,3,3,3,9,Average
14025.0,464,8,4057.9,1,4,5,10,At Risk
14026.0,470,2,713.11,1,2,3,6,Cannot Lose
14027.0,60,1,104.82,3,1,1,5,Average
14028.0,550,3,10396.5,1,3,5,9,Lost
14029.0,63,2,467.66,3,2,2,7,Average
14030.0,18,20,7521.8,5,5,5,15,VIP
14031.0,7,44,39019.51,5,5,5,15,VIP
14032.0,2,16,4546.41,5,5,5,15,VIP
14033.0,555,1,109.44,1,1,1,3,Lost
14034.0,22,3,648.89,4,3,3,10,Loyal
14035.0,28,9,2794.75,4,5,4,13,VIP
14036.0,284,1,626.65,2,1,3,6,Cannot Lose
14037.0,176,6,836.95,3,4,3,10,Average
14038.0,78,5,3069.88,3,4,5,12,Average
14039.0,33,2,267.28,4,2,1,7,New / Promising
14040.0,40,35,12523.81,4,5,5,14,VIP
14041.0,266,1,141.41,2,1,1,4,Lost
14042.0,725,1,431.98,1,1,2,4,Lost
14043.0,491,2,302.6,1,2,2,5,Lost
14044.0,26,10,3073.95,4,5,5,14,VIP
14045.0,109,16,10986.63,3,5,5,13,Average
14046.0,284,1,151.59,2,1,1,4,Lost
14047.0,8,14,3968.11,5,5,5,15,VIP
14048.0,305,3,748.69,2,3,3,8,Lost
14049.0,16,13,13023.4,5,5,5,15,VIP
14050.0,31,2,746.36,4,2,3,9,New / Promising
14051.0,0,37,21770.98,5,5,5,15,VIP
14052.0,19,2,466.66,5,2,2,9,New / Promising
14053.0,124,4,572.3,3,3,2,8,Average
14054.0,65,1,92.46,3,1,1,5,Average
14055.0,106,3,1520.96,3,3,4,10,Average
14056.0,1,23,8152.71,5,5,5,15,VIP
14057.0,23,22,8346.66,4,5,5,14,VIP
14058.0,462,2,469.19,1,2,2,5,Lost
14059.0,266,1,183.6,2,1,1,4,Lost
14060.0,4,30,8898.24,5,5,5,15,VIP
14061.0,507,3,917.43,1,3,3,7,Lost
14062.0,9,24,25585.65,5,5,5,15,VIP
14063.0,686,7,9471.5,1,4,5,10,At Risk
14064.0,29,15,3260.24,4,5,5,14,VIP
14065.0,389,3,891.02,2,3,3,8,Lost
14066.0,266,1,152.55,2,1,1,4,Lost
14067.0,63,2,374.7,3,2,2,7,Average
14068.0,320,4,1516.72,2,3,4,9,Lost
14069.0,514,2,225.81,1,2,1,4,Lost
14070.0,684,1,321.6,1,1,2,4,Lost
14071.0,3,8,1422.75,5,4,4,13,VIP
14072.0,666,1,390.85,1,1,2,4,Lost
14073.0,32,1,151.04,4,1,1,6,New / Promising
14074.0,623,1,219.4,1,1,1,3,Lost
14075.0,4,5,1724.87,5,4,4,13,VIP
14076.0,129,1,118.67,3,1,1,5,Average
14077.0,40,6,615.08,4,4,3,11,Loyal
14078.0,101,9,1551.82,3,5,4,12,Average
14079.0,124,1,375.1,3,1,2,6,Average
14080.0,32,5,1115.68,4,4,3,11,Loyal
14081.0,302,10,4867.57,2,5,5,12,At Risk
14082.0,364,2,413.36,2,2,2,6,Lost
14083.0,4,11,1082.19,5,5,3,13,Loyal
14084.0,512,1,150.5,1,1,1,3,Lost
14085.0,2,32,9705.67,5,5,5,15,VIP
14086.0,462,1,39.95,1,1,1,3,Lost
14087.0,2,3,829.47,5,3,3,11,Loyal
14088.0,10,16,64036.8,5,5,5,15,VIP
14089.0,56,1,158.75,4,1,1,6,New / Promising
14090.0,324,1,76.32,2,1,1,4,Lost
14091.0,654,2,9530.08,1,2,5,8,Cannot Lose
14092.0,7,24,7229.45,5,5,5,15,VIP
14093.0,12,1,433.86,5,1,2,8,New / Promising
14094.0,439,1,311.77,1,1,2,4,Lost
14095.0,722,1,2.95,1,1,1,3,Lost
14096.0,4,17,53258.43,5,5,5,15,VIP
14097.0,481,2,422.86,1,2,2,5,Lost
14098.0,36,1,147.35,4,1,1,6,New / Promising
14099.0,16,20,5750.91,5,5,5,15,VIP
14100.0,137,1,191.95,3,1,1,5,Average
14101.0,73,13,9961.93,3,5,5,13,Average
14102.0,5,5,1105.88,5,4,3,12,Loyal
14104.0,154,5,740.53,3,4,3,10,Average
14105.0,239,5,5988.83,2,4,5,11,At Risk
14106.0,737,1,214.8,1,1,1,3,Lost
14107.0,51,11,4877.3,4,5,5,14,VIP
14108.0,30,4,1044.96,4,3,3,10,Loyal
14109.0,72,1,144.2,3,1,1,5,Average
14110.0,3,33,12987.95,5,5,5,15,VIP
14111.0,14,4,692.85,5,3,3,11,Loyal
14112.0,22,13,5834.59,4,5,5,14,VIP
14113.0,3,16,7092.61,5,5,5,15,VIP
14114.0,273,7,1364.09,2,4,4,10,At Risk
14115.0,501,2,622.67,1,2,3,6,Cannot Lose
14116.0,19,5,1382.74,5,4,4,13,VIP
14117.0,143,1,90.0,3,1,1,5,Average
14118.0,428,1,458.45,1,1,2,4,Lost
14119.0,375,2,183.37,2,2,1,5,Lost
14121.0,3,4,2780.15,5,3,4,12,Loyal
14122.0,406,3,362.42,2,3,2,7,Lost
14123.0,733,1,436.18,1,1,2,4,Lost
14124.0,84,1,419.58,3,1,2,6,Average
14125.0,10,3,2720.63,5,3,4,12,Loyal
14126.0,7,4,1172.46,5,3,3,11,Loyal
14127.0,122,6,1900.08,3,4,4,11,Average
14128.0,60,3,924.21,3,3,3,9,Average
14129.0,1,9,2591.34,5,5,4,14,VIP
14130.0,319,4,1858.77,2,3,4,9,Lost
14131.0,648,1,168.22,1,1,1,3,Lost
14132.0,2,11,3586.03,5,5,5,15,VIP
14133.0,129,4,911.14,3,3,3,9,Average
14134.0,382,15,11123.35,2,5,5,12,At Risk
14135.0,1,24,8839.67,5,5,5,15,VIP
14136.0,400,5,1570.81,2,4,4,10,At Risk
14137.0,695,1,332.7,1,1,2,4,Lost
14138.0,1,2,965.88,5,2,3,10,New / Promising
14139.0,46,4,1086.8,4,3,3,10,Loyal
14140.0,3,2,935.05,5,2,3,10,New / Promising
14141.0,2,4,915.13,5,3,3,11,Loyal
14142.0,373,2,671.34,2,2,3,7,Cannot Lose
14143.0,133,1,115.8,3,1,1,5,Average
14144.0,486,1,30.6,1,1,1,3,Lost
14145.0,46,7,7600.05,4,4,5,13,VIP
14146.0,8,12,9450.3,5,5,5,15,VIP
14147.0,78,9,2590.2,3,5,4,12,Average
14148.0,233,2,466.29,2,2,2,6,Lost
14149.0,220,1,446.62,2,1,2,5,Lost
14150.0,35,2,658.64,4,2,3,9,New / Promising
14151.0,673,2,679.45,1,2,3,6,Cannot Lose
14152.0,75,7,1997.34,3,4,4,11,Average
14153.0,483,1,233.4,1,1,1,3,Lost
14154.0,239,8,6460.7,2,4,5,11,At Risk
14155.0,266,1,118.75,2,1,1,4,Lost
14156.0,9,144,303069.88,5,5,5,15,VIP
14157.0,19,5,978.69,5,4,3,12,Loyal
14158.0,40,1,507.66,4,1,2,7,New / Promising
14159.0,19,20,7849.58,5,5,5,15,VIP
14160.0,610,7,8421.47,1,4,5,10,At Risk
14161.0,215,7,2996.93,2,4,5,11,At Risk
14162.0,173,2,289.36,3,2,2,7,Average
14163.0,87,5,2594.62,3,4,4,11,Average
14164.0,70,2,1631.77,3,2,4,9,Average
14165.0,275,1,120.44,2,1,1,4,Lost
14166.0,505,2,251.15,1,2,1,4,Lost
14167.0,39,8,1274.29,4,4,4,12,VIP
14168.0,420,2,370.45,1,2,2,5,Lost
14169.0,430,2,613.11,1,2,3,6,Cannot Lose
14170.0,375,3,570.18,2,3,2,7,Lost
14171.0,98,2,498.79,3,2,2,7,Average
14172.0,605,3,369.02,1,3,2,6,Lost
14173.0,10,6,586.0,5,4,2,11,Loyal
14174.0,33,1,134.46,4,1,1,6,New / Promising
14175.0,59,8,7678.88,3,4,5,12,Average
14176.0,297,5,756.46,2,4,3,9,At Risk
14177.0,86,13,2209.69,3,5,4,12,Average
14178.0,8,7,1580.26,5,4,4,13,VIP
14179.0,40,2,701.57,4,2,3,9,New / Promising
14180.0,10,33,6117.5,5,5,5,15,VIP
14181.0,410,2,308.35,1,2,2,5,Lost
14182.0,443,4,678.77,1,3,3,7,Lost
14183.0,411,2,278.34,1,2,1,4,Lost
14184.0,66,1,452.89,3,1,2,6,Average
14185.0,331,1,197.65,2,1,1,4,Lost
14186.0,427,5,1550.63,1,4,4,9,At Risk
14187.0,473,1,123.5,1,1,1,3,Lost
14188.0,30,6,2054.36,4,4,4,12,VIP
14189.0,2,16,5503.15,5,5,5,15,VIP
14190.0,666,1,79.9,1,1,1,3,Lost
14191.0,1,15,4817.66,5,5,5,15,VIP
14192.0,388,1,293.74,2,1,2,5,Lost
14193.0,67,3,1210.19,3,3,4,10,Average
14194.0,4,36,18670.59,5,5,5,15,VIP
14195.0,201,6,2615.6,2,4,4,10,At Risk
14196.0,106,1,335.52,3,1,2,6,Average
14197.0,410,1,390.05,1,1,2,4,Lost
14198.0,18,9,1569.73,5,5,4,14,VIP
14199.0,218,4,1091.7,2,3,3,8,Lost
14200.0,617,1,379.2,1,1,2,4,Lost
14201.0,60,10,1193.54,3,5,3,11,Average
14202.0,381,3,847.76,2,3,3,8,Lost
14203.0,397,1,339.34,2,1,2,5,Lost
14204.0,2,4,1024.83,5,3,3,11,Loyal
14205.0,16,9,2414.2,5,5,4,14,VIP
14206.0,239,3,1185.01,2,3,3,8,Lost
14207.0,687,1,157.8,1,1,1,3,Lost
14208.0,94,2,567.05,3,2,2,7,Average
14209.0,10,15,4993.27,5,5,5,15,VIP
14210.0,105,16,5556.57,3,5,5,13,Average
14211.0,53,18,4402.29,4,5,5,14,VIP
14212.0,89,2,2190.14,3,2,4,9,Average
14213.0,404,1,1192.2,2,1,3,6,Cannot Lose
14214.0,30,5,1004.38,4,4,3,11,Loyal
14215.0,11,9,3250.33,5,5,5,15,VIP
14216.0,3,5,2150.04,5,4,4,13,VIP
14217.0,1,23,3298.59,5,5,5,15,VIP
14218.0,42,1,169.48,4,1,1,6,New / Promising
14219.0,4,3,633.83,5,3,3,11,Loyal
14220.0,247,4,1515.0,2,3,4,9,Lost
14221.0,42,17,6517.49,4,5,5,14,VIP
14222.0,177,1,683.17,3,1,3,7,Average
14223.0,92,3,991.13,3,3,3,9,Average
14224.0,110,9,1841.71,3,5,4,12,Average
14225.0,434,4,2031.07,1,3,4,8,Lost
14226.0,28,6,2985.13,4,4,5,13,VIP
14227.0,26,15,6366.16,4,5,5,14,VIP
14228.0,437,3,745.5,1,3,3,7,Lost
14229.0,51,7,2594.04,4,4,4,12,VIP
14230.0,435,3,979.8,1,3,3,7,Lost
14231.0,183,4,1235.62,3,3,4,10,Average
14232.0,42,5,2048.07,4,4,4,12,VIP
14233.0,49,7,2904.27,4,4,5,13,VIP
14234.0,22,4,754.12,4,3,3,10,Loyal
14235.0,75,9,4717.99,3,5,5,13,Average
14236.0,80,5,1555.34,3,4,4,11,Average
14237.0,373,2,471.14,2,2,2,6,Lost
14238.0,326,3,434.23,2,3,2,7,Lost
14239.0,43,21,4263.17,4,5,5,14,VIP
14240.0,30,3,1247.49,4,3,4,11,Loyal
14241.0,183,2,333.7,3,2,2,7,Average
14242.0,234,2,280.55,2,2,1,5,Lost
14243.0,8,17,7217.75,5,5,5,15,VIP
14244.0,660,1,366.42,1,1,2,4,Lost
14245.0,219,2,1693.45,2,2,4,8,Cannot Lose
14246.0,110,3,1474.06,3,3,4,10,Average
14247.0,278,5,753.56,2,4,3,9,At Risk
14248.0,318,3,1032.95,2,3,3,8,Lost
14249.0,410,12,5400.46,1,5,5,11,At Risk
14250.0,7,3,1904.05,5,3,4,12,Loyal
14251.0,1,5,2879.7,5,4,4,13,VIP
14252.0,381,1,350.99,2,1,2,5,Lost
14253.0,493,2,363.4,1,2,2,5,Lost
14254.0,432,1,601.03,1,1,2,4,Lost
14256.0,260,5,2460.79,2,4,4,10,At Risk
14257.0,64,9,5954.45,3,5,5,13,Average
14258.0,9,25,32051.34,5,5,5,15,VIP
14259.0,141,1,120.0,3,1,1,5,Average
14260.0,471,3,824.28,1,3,3,7,Lost
14261.0,50,2,1163.45,4,2,3,9,New / Promising
14262.0,8,8,2618.23,5,4,4,13,VIP
14263.0,423,1,322.93,1,1,2,4,Lost
14264.0,154,6,1517.36,3,4,4,11,Average
14265.0,109,4,1373.35,3,3,4,10,Average
14266.0,428,1,40.56,1,1,1,3,Lost
14267.0,162,3,1516.24,3,3,4,10,Average
14268.0,470,1,354.85,1,1,2,4,Lost
14269.0,439,1,295.73,1,1,2,4,Lost
14270.0,331,1,492.65,2,1,2,5,Lost
14271.0,225,2,214.18,2,2,1,5,Lost
14272.0,73,4,920.81,3,3,3,9,Average
14273.0,51,4,559.97,4,3,2,9,Loyal
14274.0,686,1,256.6,1,1,1,3,Lost
14275.0,395,6,1189.38,2,4,3,9,At Risk
14276.0,98,7,2102.68,3,4,4,11,Average
14277.0,15,8,16789.16,5,4,5,14,VIP
14278.0,409,1,205.83,1,1,1,3,Lost
14279.0,520,2,191.86,1,2,1,4,Lost
14280.0,196,1,134.04,2,1,1,4,Lost
14281.0,408,1,245.15,2,1,1,4,Lost
14282.0,3,25,7250.76,5,5,5,15,VIP
14283.0,463,4,628.44,1,3,3,7,Lost
